player_name,season,phase,runs,balls,fours,sixes,dismissals,runs_conceded,balls_bowled,wickets
BCJ Cutting,2017,Overall,16,6,0,2,0,35,24,0
BCJ Cutting,2017,Powerplay,0,0,0,0,0,5,7,0
BCJ Cutting,2017,Middle,0,0,0,0,0,11,7,0
BCJ Cutting,2017,Death,16,6,0,2,0,19,10,0
Mandeep Singh,2017,Overall,24,16,5,0,1,0,0,0
Mandeep Singh,2017,Powerplay,24,16,5,0,1,0,0,0
Mandeep Singh,2017,Middle,0,0,0,0,0,0,0,0
Mandeep Singh,2017,Death,0,0,0,0,0,0,0,0
Rashid Khan,2017,Overall,0,0,0,0,0,36,24,2
Rashid Khan,2017,Powerplay,0,0,0,0,0,6,6,1
Rashid Khan,2017,Middle,0,0,0,0,0,30,18,1
Rashid Khan,2017,Death,0,0,0,0,0,0,0,0
Yuvraj Singh,2017,Overall,62,30,7,3,1,0,0,0
Yuvraj Singh,2017,Powerplay,0,0,0,0,0,0,0,0
Yuvraj Singh,2017,Middle,40,18,4,2,0,0,0,0
Yuvraj Singh,2017,Death,22,12,3,1,1,0,0,0
YS Chahal,2017,Overall,3,7,0,0,1,22,24,1
YS Chahal,2017,Powerplay,0,0,0,0,0,4,6,0
YS Chahal,2017,Middle,0,0,0,0,0,14,12,0
YS Chahal,2017,Death,3,7,0,0,1,4,6,1
DA Warner,2017,Overall,14,9,2,1,1,0,0,0
DA Warner,2017,Powerplay,14,9,2,1,1,0,0,0
DA Warner,2017,Middle,0,0,0,0,0,0,0,0
DA Warner,2017,Death,0,0,0,0,0,0,0,0
A Nehra,2017,Overall,0,0,0,0,0,42,25,2
A Nehra,2017,Powerplay,0,0,0,0,0,27,12,0
A Nehra,2017,Middle,0,0,0,0,0,13,7,0
A Nehra,2017,Death,0,0,0,0,0,2,6,2
S Aravind,2017,Overall,0,2,0,0,1,36,18,0
S Aravind,2017,Powerplay,0,0,0,0,0,9,6,0
S Aravind,2017,Middle,0,0,0,0,0,27,12,0
S Aravind,2017,Death,0,2,0,0,1,0,0,0
B Kumar,2017,Overall,0,0,0,0,0,28,25,2
B Kumar,2017,Powerplay,0,0,0,0,0,16,13,0
B Kumar,2017,Middle,0,0,0,0,0,0,0,0
B Kumar,2017,Death,0,0,0,0,0,12,12,2
STR Binny,2017,Overall,11,10,0,1,1,10,6,1
STR Binny,2017,Powerplay,0,0,0,0,0,0,0,0
STR Binny,2017,Middle,3,5,0,0,0,10,6,1
STR Binny,2017,Death,8,5,0,1,1,0,0,0
S Dhawan,2017,Overall,40,31,5,0,1,0,0,0
S Dhawan,2017,Powerplay,24,16,4,0,0,0,0,0
S Dhawan,2017,Middle,16,15,1,0,1,0,0,0
S Dhawan,2017,Death,0,0,0,0,0,0,0,0
Bipul Sharma,2017,Overall,0,0,0,0,0,4,6,1
Bipul Sharma,2017,Powerplay,0,0,0,0,0,0,0,0
Bipul Sharma,2017,Middle,0,0,0,0,0,4,6,1
Bipul Sharma,2017,Death,0,0,0,0,0,0,0,0
CH Gayle,2017,Overall,32,23,2,3,1,0,0,0
CH Gayle,2017,Powerplay,26,20,2,2,0,0,0,0
CH Gayle,2017,Middle,6,3,0,1,1,0,0,0
CH Gayle,2017,Death,0,0,0,0,0,0,0,0
Sachin Baby,2017,Overall,1,3,0,0,1,0,0,0
Sachin Baby,2017,Powerplay,0,0,0,0,0,0,0,0
Sachin Baby,2017,Middle,1,3,0,0,1,0,0,0
Sachin Baby,2017,Death,0,0,0,0,0,0,0,0
NV Ojha,2017,Overall,0,0,0,0,0,0,0,0
NV Ojha,2017,Powerplay,0,0,0,0,0,0,0,0
NV Ojha,2017,Middle,0,0,0,0,0,0,0,0
NV Ojha,2017,Death,0,0,0,0,0,0,0,0
TS Mills,2017,Overall,6,3,0,1,1,32,25,1
TS Mills,2017,Powerplay,0,0,0,0,0,13,13,0
TS Mills,2017,Middle,0,0,0,0,0,0,0,0
TS Mills,2017,Death,6,3,0,1,1,19,12,1
A Choudhary,2017,Overall,6,2,0,1,0,55,28,1
A Choudhary,2017,Powerplay,0,0,0,0,0,16,7,1
A Choudhary,2017,Middle,0,0,0,0,0,22,13,0
A Choudhary,2017,Death,6,2,0,1,0,17,8,0
SR Watson,2017,Overall,22,17,1,1,1,41,18,0
SR Watson,2017,Powerplay,0,0,0,0,0,17,6,0
SR Watson,2017,Middle,13,8,0,1,0,8,6,0
SR Watson,2017,Death,9,9,1,0,1,16,6,0
KM Jadhav,2017,Overall,31,18,4,1,1,0,0,0
KM Jadhav,2017,Powerplay,0,0,0,0,0,0,0,0
KM Jadhav,2017,Middle,31,18,4,1,1,0,0,0
KM Jadhav,2017,Death,0,0,0,0,0,0,0,0
MC Henriques,2017,Overall,52,37,3,2,1,20,13,0
MC Henriques,2017,Powerplay,17,13,2,0,0,0,0,0
MC Henriques,2017,Middle,35,22,1,2,0,20,13,0
MC Henriques,2017,Death,0,2,0,0,1,0,0,0
TM Head,2017,Overall,30,22,3,0,1,11,6,0
TM Head,2017,Powerplay,2,2,0,0,0,0,0,0
TM Head,2017,Middle,28,20,3,0,1,11,6,0
TM Head,2017,Death,0,0,0,0,0,0,0,0
DJ Hooda,2017,Overall,16,12,0,1,0,7,6,1
DJ Hooda,2017,Powerplay,0,0,0,0,0,0,0,0
DJ Hooda,2017,Middle,0,0,0,0,0,7,6,1
DJ Hooda,2017,Death,16,12,0,1,0,0,0,0
KA Pollard,2017,Overall,27,17,3,1,1,30,12,0
KA Pollard,2017,Powerplay,0,0,0,0,0,0,0,0
KA Pollard,2017,Middle,8,6,1,0,0,15,7,0
KA Pollard,2017,Death,19,11,2,1,1,15,5,0
JJ Bumrah,2017,Overall,0,0,0,0,0,29,24,0
JJ Bumrah,2017,Powerplay,0,0,0,0,0,4,6,0
JJ Bumrah,2017,Middle,0,0,0,0,0,8,6,0
JJ Bumrah,2017,Death,0,0,0,0,0,17,12,0
DL Chahar,2017,Overall,0,0,0,0,0,21,12,0
DL Chahar,2017,Powerplay,0,0,0,0,0,21,12,0
DL Chahar,2017,Middle,0,0,0,0,0,0,0,0
DL Chahar,2017,Death,0,0,0,0,0,0,0,0
JC Buttler,2017,Overall,38,19,3,3,1,0,0,0
JC Buttler,2017,Powerplay,38,18,3,3,0,0,0,0
JC Buttler,2017,Middle,0,1,0,0,1,0,0,0
JC Buttler,2017,Death,0,0,0,0,0,0,0,0
MS Dhoni,2017,Overall,12,12,1,0,0,0,0,0
MS Dhoni,2017,Powerplay,0,0,0,0,0,0,0,0
MS Dhoni,2017,Middle,0,0,0,0,0,0,0,0
MS Dhoni,2017,Death,12,12,1,0,0,0,0,0
N Rana,2017,Overall,34,29,1,2,1,0,0,0
N Rana,2017,Powerplay,0,0,0,0,0,0,0,0
N Rana,2017,Middle,34,28,1,2,0,0,0,0
N Rana,2017,Death,0,1,0,0,1,0,0,0
MK Tiwary,2017,Overall,0,0,0,0,0,0,0,0
MK Tiwary,2017,Powerplay,0,0,0,0,0,0,0,0
MK Tiwary,2017,Middle,0,0,0,0,0,0,0,0
MK Tiwary,2017,Death,0,0,0,0,0,0,0,0
SPD Smith,2017,Overall,84,55,7,3,0,0,0,0
SPD Smith,2017,Powerplay,10,9,1,0,0,0,0,0
SPD Smith,2017,Middle,42,31,4,1,0,0,0,0
SPD Smith,2017,Death,32,15,2,2,0,0,0,0
Imran Tahir,2017,Overall,0,0,0,0,0,28,24,3
Imran Tahir,2017,Powerplay,0,0,0,0,0,7,6,1
Imran Tahir,2017,Middle,0,0,0,0,0,11,12,2
Imran Tahir,2017,Death,0,0,0,0,0,10,6,0
AT Rayudu,2017,Overall,10,12,0,0,1,0,0,0
AT Rayudu,2017,Powerplay,0,0,0,0,0,0,0,0
AT Rayudu,2017,Middle,10,12,0,0,1,0,0,0
AT Rayudu,2017,Death,0,0,0,0,0,0,0,0
PA Patel,2017,Overall,19,15,4,0,1,0,0,0
PA Patel,2017,Powerplay,19,15,4,0,1,0,0,0
PA Patel,2017,Middle,0,0,0,0,0,0,0,0
PA Patel,2017,Death,0,0,0,0,0,0,0,0
AB Dinda,2017,Overall,0,0,0,0,0,58,27,0
AB Dinda,2017,Powerplay,0,0,0,0,0,20,13,0
AB Dinda,2017,Middle,0,0,0,0,0,0,0,0
AB Dinda,2017,Death,0,0,0,0,0,38,14,0
RG Sharma,2017,Overall,3,7,0,0,1,0,0,0
RG Sharma,2017,Powerplay,3,4,0,0,0,0,0,0
RG Sharma,2017,Middle,0,3,0,0,1,0,0,0
RG Sharma,2017,Death,0,0,0,0,0,0,0,0
BA Stokes,2017,Overall,21,15,3,0,1,36,25,1
BA Stokes,2017,Powerplay,0,0,0,0,0,13,6,0
BA Stokes,2017,Middle,17,13,2,0,0,14,13,0
BA Stokes,2017,Death,4,2,1,0,1,9,6,1
AM Rahane,2017,Overall,60,34,6,3,1,0,0,0
AM Rahane,2017,Powerplay,41,22,5,2,0,0,0,0
AM Rahane,2017,Middle,19,12,1,1,1,0,0,0
AM Rahane,2017,Death,0,0,0,0,0,0,0,0
MA Agarwal,2017,Overall,6,6,1,0,1,0,0,0
MA Agarwal,2017,Powerplay,6,6,1,0,1,0,0,0
MA Agarwal,2017,Middle,0,0,0,0,0,0,0,0
MA Agarwal,2017,Death,0,0,0,0,0,0,0,0
A Zampa,2017,Overall,0,0,0,0,0,27,19,1
A Zampa,2017,Powerplay,0,0,0,0,0,0,0,0
A Zampa,2017,Middle,0,0,0,0,0,20,13,0
A Zampa,2017,Death,0,0,0,0,0,7,6,1
KH Pandya,2017,Overall,3,6,0,0,1,21,12,0
KH Pandya,2017,Powerplay,0,0,0,0,0,0,0,0
KH Pandya,2017,Middle,3,6,0,0,1,21,12,0
KH Pandya,2017,Death,0,0,0,0,0,0,0,0
MJ McClenaghan,2017,Overall,0,0,0,0,0,36,24,1
MJ McClenaghan,2017,Powerplay,0,0,0,0,0,20,12,1
MJ McClenaghan,2017,Middle,0,0,0,0,0,9,6,0
MJ McClenaghan,2017,Death,0,0,0,0,0,7,6,0
TG Southee,2017,Overall,7,3,0,1,1,34,26,1
TG Southee,2017,Powerplay,0,0,0,0,0,20,13,0
TG Southee,2017,Middle,0,0,0,0,0,14,13,1
TG Southee,2017,Death,7,3,0,1,1,0,0,0
R Bhatia,2017,Overall,0,0,0,0,0,14,18,2
R Bhatia,2017,Powerplay,0,0,0,0,0,0,0,0
R Bhatia,2017,Middle,0,0,0,0,0,14,18,2
R Bhatia,2017,Death,0,0,0,0,0,0,0,0
HH Pandya,2017,Overall,35,17,1,4,0,37,24,1
HH Pandya,2017,Powerplay,0,0,0,0,0,15,6,0
HH Pandya,2017,Middle,0,0,0,0,0,13,12,0
HH Pandya,2017,Death,35,17,1,4,0,9,6,1
DA Miller,2017,Overall,30,27,1,2,0,0,0,0
DA Miller,2017,Powerplay,0,0,0,0,0,0,0,0
DA Miller,2017,Middle,11,11,0,1,0,0,0,0
DA Miller,2017,Death,19,16,1,1,0,0,0,0
GJ Maxwell,2017,Overall,44,23,3,4,0,0,0,0
GJ Maxwell,2017,Powerplay,0,0,0,0,0,0,0,0
GJ Maxwell,2017,Middle,29,14,3,2,0,0,0,0
GJ Maxwell,2017,Death,15,9,0,2,0,0,0,0
M Vohra,2017,Overall,14,11,1,1,1,0,0,0
M Vohra,2017,Powerplay,14,11,1,1,1,0,0,0
M Vohra,2017,Middle,0,0,0,0,0,0,0,0
M Vohra,2017,Death,0,0,0,0,0,0,0,0
WP Saha,2017,Overall,14,9,3,0,1,0,0,0
WP Saha,2017,Powerplay,14,9,3,0,1,0,0,0
WP Saha,2017,Middle,0,0,0,0,0,0,0,0
WP Saha,2017,Death,0,0,0,0,0,0,0,0
MS Dhoni,2017,Overall,5,13,0,0,1,0,0,0
MS Dhoni,2017,Powerplay,0,0,0,0,0,0,0,0
MS Dhoni,2017,Middle,5,13,0,0,1,0,0,0
MS Dhoni,2017,Death,0,0,0,0,0,0,0,0
Swapnil Singh,2017,Overall,0,0,0,0,0,14,12,1
Swapnil Singh,2017,Powerplay,0,0,0,0,0,0,0,0
Swapnil Singh,2017,Middle,0,0,0,0,0,14,12,1
Swapnil Singh,2017,Death,0,0,0,0,0,0,0,0
RD Chahar,2017,Overall,0,0,0,0,0,33,28,1
RD Chahar,2017,Powerplay,0,0,0,0,0,0,0,0
RD Chahar,2017,Middle,0,0,0,0,0,31,22,1
RD Chahar,2017,Death,0,0,0,0,0,2,6,0
MK Tiwary,2017,Overall,40,23,3,2,0,0,0,0
MK Tiwary,2017,Powerplay,0,0,0,0,0,0,0,0
MK Tiwary,2017,Middle,18,11,1,1,0,0,0,0
MK Tiwary,2017,Death,22,12,2,1,0,0,0,0
SPD Smith,2017,Overall,26,28,3,0,1,0,0,0
SPD Smith,2017,Powerplay,16,18,2,0,0,0,0,0
SPD Smith,2017,Middle,10,10,1,0,1,0,0,0
SPD Smith,2017,Death,0,0,0,0,0,0,0,0
Imran Tahir,2017,Overall,0,0,0,0,0,29,24,2
Imran Tahir,2017,Powerplay,0,0,0,0,0,8,6,1
Imran Tahir,2017,Middle,0,0,0,0,0,6,12,1
Imran Tahir,2017,Death,0,0,0,0,0,15,6,0
MM Sharma,2017,Overall,0,0,0,0,0,34,24,0
MM Sharma,2017,Powerplay,0,0,0,0,0,15,12,0
MM Sharma,2017,Middle,0,0,0,0,0,0,0,0
MM Sharma,2017,Death,0,0,0,0,0,19,12,0
AB Dinda,2017,Overall,0,0,0,0,0,26,18,1
AB Dinda,2017,Powerplay,0,0,0,0,0,14,12,1
AB Dinda,2017,Middle,0,0,0,0,0,0,0,0
AB Dinda,2017,Death,0,0,0,0,0,12,6,0
MP Stoinis,2017,Overall,0,0,0,0,0,28,21,1
MP Stoinis,2017,Powerplay,0,0,0,0,0,0,0,0
MP Stoinis,2017,Middle,0,0,0,0,0,13,15,1
MP Stoinis,2017,Death,0,0,0,0,0,15,6,0
DT Christian,2017,Overall,17,8,2,1,1,24,14,0
DT Christian,2017,Powerplay,0,0,0,0,0,24,14,0
DT Christian,2017,Middle,0,0,0,0,0,0,0,0
DT Christian,2017,Death,17,8,2,1,1,0,0,0
Sandeep Sharma,2017,Overall,0,0,0,0,0,33,24,2
Sandeep Sharma,2017,Powerplay,0,0,0,0,0,17,18,1
Sandeep Sharma,2017,Middle,0,0,0,0,0,0,0,0
Sandeep Sharma,2017,Death,0,0,0,0,0,16,6,1
BA Stokes,2017,Overall,50,34,2,3,1,32,25,0
BA Stokes,2017,Powerplay,0,0,0,0,0,10,6,0
BA Stokes,2017,Middle,37,22,2,2,0,15,12,0
BA Stokes,2017,Death,13,12,0,1,1,7,7,0
AR Patel,2017,Overall,24,25,1,1,1,28,26,1
AR Patel,2017,Powerplay,6,3,1,0,0,3,6,0
AR Patel,2017,Middle,18,22,0,1,1,20,12,0
AR Patel,2017,Death,0,0,0,0,0,5,8,1
AM Rahane,2017,Overall,19,15,1,1,1,0,0,0
AM Rahane,2017,Powerplay,19,14,1,1,0,0,0,0
AM Rahane,2017,Middle,0,1,0,0,1,0,0,0
AM Rahane,2017,Death,0,0,0,0,0,0,0,0
T Natarajan,2017,Overall,0,0,0,0,0,26,18,1
T Natarajan,2017,Powerplay,0,0,0,0,0,0,0,0
T Natarajan,2017,Middle,0,0,0,0,0,26,18,1
T Natarajan,2017,Death,0,0,0,0,0,0,0,0
MA Agarwal,2017,Overall,0,4,0,0,1,0,0,0
MA Agarwal,2017,Powerplay,0,4,0,0,1,0,0,0
MA Agarwal,2017,Middle,0,0,0,0,0,0,0,0
MA Agarwal,2017,Death,0,0,0,0,0,0,0,0
HM Amla,2017,Overall,28,27,2,1,1,0,0,0
HM Amla,2017,Powerplay,20,15,2,1,0,0,0,0
HM Amla,2017,Middle,8,12,0,0,1,0,0,0
HM Amla,2017,Death,0,0,0,0,0,0,0,0
R Bhatia,2017,Overall,0,0,0,0,0,20,13,0
R Bhatia,2017,Powerplay,0,0,0,0,0,0,0,0
R Bhatia,2017,Middle,0,0,0,0,0,20,13,0
R Bhatia,2017,Death,0,0,0,0,0,0,0,0
Mandeep Singh,2017,Overall,12,10,3,0,1,0,0,0
Mandeep Singh,2017,Powerplay,12,10,3,0,1,0,0,0
Mandeep Singh,2017,Middle,0,0,0,0,0,0,0,0
Mandeep Singh,2017,Death,0,0,0,0,0,0,0,0
YS Chahal,2017,Overall,0,0,0,0,0,20,24,1
YS Chahal,2017,Powerplay,0,0,0,0,0,4,6,0
YS Chahal,2017,Middle,0,0,0,0,0,16,18,1
YS Chahal,2017,Death,0,0,0,0,0,0,0,0
SW Billings,2017,Overall,25,19,1,1,1,0,0,0
SW Billings,2017,Powerplay,16,14,1,0,0,0,0,0
SW Billings,2017,Middle,9,5,0,1,1,0,0,0
SW Billings,2017,Death,0,0,0,0,0,0,0,0
SV Samson,2017,Overall,13,12,1,0,1,0,0,0
SV Samson,2017,Powerplay,4,2,0,0,0,0,0,0
SV Samson,2017,Middle,9,10,1,0,1,0,0,0
SV Samson,2017,Death,0,0,0,0,0,0,0,0
STR Binny,2017,Overall,16,19,1,0,1,0,0,0
STR Binny,2017,Powerplay,0,0,0,0,0,0,0,0
STR Binny,2017,Middle,16,19,1,0,1,0,0,0
STR Binny,2017,Death,0,0,0,0,0,0,0,0
AP Tare,2017,Overall,18,18,3,0,1,0,0,0
AP Tare,2017,Powerplay,18,18,3,0,1,0,0,0
AP Tare,2017,Middle,0,0,0,0,0,0,0,0
AP Tare,2017,Death,0,0,0,0,0,0,0,0
RR Pant,2017,Overall,57,39,3,4,1,0,0,0
RR Pant,2017,Powerplay,0,0,0,0,0,0,0,0
RR Pant,2017,Middle,43,31,2,3,0,0,0,0
RR Pant,2017,Death,14,8,1,1,1,0,0,0
B Stanlake,2017,Overall,0,0,0,0,0,29,25,2
B Stanlake,2017,Powerplay,0,0,0,0,0,23,19,1
B Stanlake,2017,Middle,0,0,0,0,0,6,6,1
B Stanlake,2017,Death,0,0,0,0,0,0,0,0
CH Morris,2017,Overall,4,5,0,0,1,22,24,3
CH Morris,2017,Powerplay,0,0,0,0,0,13,12,1
CH Morris,2017,Middle,4,5,0,0,1,0,0,0
CH Morris,2017,Death,0,0,0,0,0,9,12,2
A Mishra,2017,Overall,8,14,0,0,0,32,12,0
A Mishra,2017,Powerplay,0,0,0,0,0,0,0,0
A Mishra,2017,Middle,0,0,0,0,0,32,12,0
A Mishra,2017,Death,8,14,0,0,0,0,0,0
P Negi,2017,Overall,10,8,0,1,1,3,6,2
P Negi,2017,Powerplay,0,0,0,0,0,0,0,0
P Negi,2017,Middle,0,0,0,0,0,0,0,0
P Negi,2017,Death,10,8,0,1,1,3,6,2
CH Gayle,2017,Overall,6,9,1,0,1,0,0,0
CH Gayle,2017,Powerplay,6,9,1,0,1,0,0,0
CH Gayle,2017,Middle,0,0,0,0,0,0,0,0
CH Gayle,2017,Death,0,0,0,0,0,0,0,0
CR Brathwaite,2017,Overall,1,5,0,0,1,29,13,0
CR Brathwaite,2017,Powerplay,0,0,0,0,0,0,0,0
CR Brathwaite,2017,Middle,1,5,0,0,1,16,7,0
CR Brathwaite,2017,Death,0,0,0,0,0,13,6,0
Vishnu Vinod,2017,Overall,9,5,0,1,1,0,0,0
Vishnu Vinod,2017,Powerplay,0,0,0,0,0,0,0,0
Vishnu Vinod,2017,Middle,0,0,0,0,0,0,0,0
Vishnu Vinod,2017,Death,9,5,0,1,1,0,0,0
TS Mills,2017,Overall,0,3,0,0,1,33,24,1
TS Mills,2017,Powerplay,0,0,0,0,0,5,6,1
TS Mills,2017,Middle,0,0,0,0,0,9,6,0
TS Mills,2017,Death,0,3,0,0,1,19,12,0
SR Watson,2017,Overall,24,25,4,0,1,21,24,1
SR Watson,2017,Powerplay,20,18,4,0,0,0,0,0
SR Watson,2017,Middle,4,7,0,0,1,14,12,0
SR Watson,2017,Death,0,0,0,0,0,7,12,1
S Nadeem,2017,Overall,0,2,0,0,1,13,25,1
S Nadeem,2017,Powerplay,0,0,0,0,0,2,7,0
S Nadeem,2017,Middle,0,0,0,0,0,11,18,1
S Nadeem,2017,Death,0,2,0,0,1,0,0,0
Z Khan,2017,Overall,1,1,0,0,0,31,25,2
Z Khan,2017,Powerplay,0,0,0,0,0,10,6,0
Z Khan,2017,Middle,0,0,0,0,0,13,13,1
Z Khan,2017,Death,1,1,0,0,0,8,6,1
KM Jadhav,2017,Overall,69,38,5,5,1,0,0,0
KM Jadhav,2017,Powerplay,0,1,0,0,0,0,0,0
KM Jadhav,2017,Middle,57,30,4,4,0,0,0,0
KM Jadhav,2017,Death,12,7,1,1,1,0,0,0
Iqbal Abdulla,2017,Overall,5,7,0,0,0,36,21,2
Iqbal Abdulla,2017,Powerplay,0,0,0,0,0,11,6,0
Iqbal Abdulla,2017,Middle,0,0,0,0,0,25,15,2
Iqbal Abdulla,2017,Death,5,7,0,0,0,0,0,0
PJ Cummins,2017,Overall,6,6,1,0,1,30,25,1
PJ Cummins,2017,Powerplay,0,0,0,0,0,16,13,1
PJ Cummins,2017,Middle,0,1,0,0,0,8,6,0
PJ Cummins,2017,Death,6,5,1,0,1,6,6,0
KK Nair,2017,Overall,4,3,1,0,1,0,0,0
KK Nair,2017,Powerplay,4,3,1,0,1,0,0,0
KK Nair,2017,Middle,0,0,0,0,0,0,0,0
KK Nair,2017,Death,0,0,0,0,0,0,0,0
Mandeep Singh,2017,Overall,28,34,1,1,1,0,0,0
Mandeep Singh,2017,Powerplay,0,5,0,0,0,0,0,0
Mandeep Singh,2017,Middle,28,29,1,1,1,0,0,0
Mandeep Singh,2017,Death,0,0,0,0,0,0,0,0
DA Miller,2017,Overall,0,0,0,0,0,0,0,0
DA Miller,2017,Powerplay,0,0,0,0,0,0,0,0
DA Miller,2017,Middle,0,0,0,0,0,0,0,0
DA Miller,2017,Death,0,0,0,0,0,0,0,0
GJ Maxwell,2017,Overall,43,22,3,4,0,0,0,0
GJ Maxwell,2017,Powerplay,0,0,0,0,0,0,0,0
GJ Maxwell,2017,Middle,43,22,3,4,0,0,0,0
GJ Maxwell,2017,Death,0,0,0,0,0,0,0,0
M Vohra,2017,Overall,34,22,4,1,1,0,0,0
M Vohra,2017,Powerplay,34,22,4,1,1,0,0,0
M Vohra,2017,Middle,0,0,0,0,0,0,0,0
M Vohra,2017,Death,0,0,0,0,0,0,0,0
VR Aaron,2017,Overall,0,0,0,0,0,22,24,2
VR Aaron,2017,Powerplay,0,0,0,0,0,3,6,1
VR Aaron,2017,Middle,0,0,0,0,0,10,12,1
VR Aaron,2017,Death,0,0,0,0,0,9,6,0
YS Chahal,2017,Overall,0,0,0,0,0,29,21,1
YS Chahal,2017,Powerplay,0,0,0,0,0,0,0,0
YS Chahal,2017,Middle,0,0,0,0,0,29,21,1
YS Chahal,2017,Death,0,0,0,0,0,0,0,0
WP Saha,2017,Overall,0,0,0,0,0,0,0,0
WP Saha,2017,Powerplay,0,0,0,0,0,0,0,0
WP Saha,2017,Middle,0,0,0,0,0,0,0,0
WP Saha,2017,Death,0,0,0,0,0,0,0,0
STR Binny,2017,Overall,18,20,1,1,0,0,0,0
STR Binny,2017,Powerplay,0,0,0,0,0,0,0,0
STR Binny,2017,Middle,2,8,0,0,0,0,0,0
STR Binny,2017,Death,16,12,1,1,0,0,0,0
B Stanlake,2017,Overall,0,0,0,0,0,41,25,0
B Stanlake,2017,Powerplay,0,0,0,0,0,25,19,0
B Stanlake,2017,Middle,0,0,0,0,0,16,6,0
B Stanlake,2017,Death,0,0,0,0,0,0,0,0
MM Sharma,2017,Overall,0,0,0,0,0,47,24,0
MM Sharma,2017,Powerplay,0,0,0,0,0,11,6,0
MM Sharma,2017,Middle,0,0,0,0,0,3,6,0
MM Sharma,2017,Death,0,0,0,0,0,33,12,0
P Negi,2017,Overall,0,0,0,0,0,8,6,0
P Negi,2017,Powerplay,0,0,0,0,0,0,0,0
P Negi,2017,Middle,0,0,0,0,0,8,6,0
P Negi,2017,Death,0,0,0,0,0,0,0,0
MP Stoinis,2017,Overall,0,0,0,0,0,28,19,0
MP Stoinis,2017,Powerplay,0,0,0,0,0,0,0,0
MP Stoinis,2017,Middle,0,0,0,0,0,12,12,0
MP Stoinis,2017,Death,0,0,0,0,0,16,7,0
Sandeep Sharma,2017,Overall,0,0,0,0,0,26,25,1
Sandeep Sharma,2017,Powerplay,0,0,0,0,0,7,18,1
Sandeep Sharma,2017,Middle,0,0,0,0,0,0,0,0
Sandeep Sharma,2017,Death,0,0,0,0,0,19,7,0
AR Patel,2017,Overall,9,6,0,1,1,12,24,1
AR Patel,2017,Powerplay,0,0,0,0,0,2,6,1
AR Patel,2017,Middle,9,6,0,1,1,10,18,0
AR Patel,2017,Death,0,0,0,0,0,0,0,0
T Natarajan,2017,Overall,0,0,0,0,0,13,7,0
T Natarajan,2017,Powerplay,0,0,0,0,0,0,0,0
T Natarajan,2017,Middle,0,0,0,0,0,13,7,0
T Natarajan,2017,Death,0,0,0,0,0,0,0,0
AB de Villiers,2017,Overall,89,49,3,9,0,0,0,0
AB de Villiers,2017,Powerplay,14,11,1,1,0,0,0,0
AB de Villiers,2017,Middle,17,18,1,0,0,0,0,0
AB de Villiers,2017,Death,58,20,1,8,0,0,0,0
Vishnu Vinod,2017,Overall,7,12,1,0,1,0,0,0
Vishnu Vinod,2017,Powerplay,7,12,1,0,1,0,0,0
Vishnu Vinod,2017,Middle,0,0,0,0,0,0,0,0
Vishnu Vinod,2017,Death,0,0,0,0,0,0,0,0
SR Watson,2017,Overall,1,4,0,0,1,29,12,0
SR Watson,2017,Powerplay,1,4,0,0,1,17,6,0
SR Watson,2017,Middle,0,0,0,0,0,12,6,0
SR Watson,2017,Death,0,0,0,0,0,0,0,0
TS Mills,2017,Overall,0,0,0,0,0,24,12,1
TS Mills,2017,Powerplay,0,0,0,0,0,12,6,1
TS Mills,2017,Middle,0,0,0,0,0,12,6,0
TS Mills,2017,Death,0,0,0,0,0,0,0,0
KM Jadhav,2017,Overall,1,4,0,0,1,0,0,0
KM Jadhav,2017,Powerplay,1,4,0,0,1,0,0,0
KM Jadhav,2017,Middle,0,0,0,0,0,0,0,0
KM Jadhav,2017,Death,0,0,0,0,0,0,0,0
HM Amla,2017,Overall,58,39,4,3,0,0,0,0
HM Amla,2017,Powerplay,26,15,3,1,0,0,0,0
HM Amla,2017,Middle,32,24,1,2,0,0,0,0
HM Amla,2017,Death,0,0,0,0,0,0,0,0
Iqbal Abdulla,2017,Overall,0,0,0,0,0,19,13,0
Iqbal Abdulla,2017,Powerplay,0,0,0,0,0,8,6,0
Iqbal Abdulla,2017,Middle,0,0,0,0,0,11,7,0
Iqbal Abdulla,2017,Death,0,0,0,0,0,0,0,0
CJ Anderson,2017,Overall,2,5,0,0,0,10,6,0
CJ Anderson,2017,Powerplay,0,0,0,0,0,0,0,0
CJ Anderson,2017,Middle,0,0,0,0,0,10,6,0
CJ Anderson,2017,Death,2,5,0,0,0,0,0,0
SW Billings,2017,Overall,24,19,4,0,1,0,0,0
SW Billings,2017,Powerplay,21,14,4,0,0,0,0,0
SW Billings,2017,Middle,3,5,0,0,1,0,0,0
SW Billings,2017,Death,0,0,0,0,0,0,0,0
DL Chahar,2017,Overall,14,6,0,2,1,36,20,1
DL Chahar,2017,Powerplay,0,0,0,0,0,36,20,1
DL Chahar,2017,Middle,14,6,0,2,1,0,0,0
DL Chahar,2017,Death,0,0,0,0,0,0,0,0
MS Dhoni,2017,Overall,11,14,0,1,1,0,0,0
MS Dhoni,2017,Powerplay,0,0,0,0,0,0,0,0
MS Dhoni,2017,Middle,11,14,0,1,1,0,0,0
MS Dhoni,2017,Death,0,0,0,0,0,0,0,0
SV Samson,2017,Overall,102,64,8,5,1,0,0,0
SV Samson,2017,Powerplay,35,20,6,0,0,0,0,0
